property_url,mls,mls_id,status,style,street,unit,city,state,zip_code,beds,full_baths,half_baths,sqft,year_built,days_on_mls,list_price,list_date,sold_price,last_sold_date,lot_sqft,price_per_sqft,latitude,longitude,stories,hoa_fee,parking_garage,primary_photo
https://www.realtor.com/realestateandhomes-detail/1468959944,SEWA,2234236,FOR_SALE,PropertyType.CONDOS,582  241st Ln,Unit G2,Sammamish,WA,98074,2,1,,1081,2000,7,645000,2024-05-09,370000,2017-06-09,,597,47.603547,-122.017432,1,496,1,http://ap.rdcpix.com/180f339955efec436a09f0a7d62805f3l-m4115845943od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/1041568649,SEWA,2234275,FOR_SALE,PropertyType.SINGLE_FAMILY,822  224th Ave,,Sammamish,WA,98074,3,2,1,2600,2018,7,1575000,2024-05-09,953428,2018-10-23,3038,606,47.616989,-122.040498,2,114,2,http://ap.rdcpix.com/e092002225244c9868450dba65d0776al-m2343949204od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/1080652920,SEWA,2235440,FOR_SALE,PropertyType.SINGLE_FAMILY,444  210th Ave,,Sammamish,WA,98074,3,1,1,1840,1980,7,1250000,2024-05-09,760000,2019-08-14,9200,679,47.614114,-122.059335,2,0,2,http://ap.rdcpix.com/0c4fcb294a22f851b7a1cee17ccd9279l-m1478811987od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/1817087436,SEWA,2233215,FOR_SALE,PropertyType.SINGLE_FAMILY,24627 SE 2nd Pi,,Sammamish,WA,98074,4,2,,3770,1997,7,2880000,2024-05-09,1635000,2018-02-21,13861,764,47.606556,-122.010687,2,46,3,http://ap.rdcpix.com/afa4bcd7577bc45897ac8158fe49b420l-m708373902od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/9271384869,SEWA,2217880,FOR_SALE,PropertyType.CONDOS,959  232nd Ln,,Sammamish,WA,98074,2,1,1,1896,2001,7,980000,2024-05-09,,,286498,517,47.61834,-122.03035,3,652,2,http://ap.rdcpix.com/7670aa9ef9a37614167c6c7e2bafb272l-m782058886od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/1063837237,SEWA,2231977,FOR_SALE,PropertyType.SINGLE_FAMILY,24108 NE 22nd St,,Sammamish,WA,98074,,,,,,8,2200000,2024-05-08,525000,2017-01-17,139427,,47.630088,-122.017281,,0,,http://ap.rdcpix.com/6f010c7ba906ee69dcb3de7ba45ad718l-m616458575od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/1236056272,SEWA,2232355,FOR_SALE,PropertyType.SINGLE_FAMILY,1508  208th Ave,,Sammamish,WA,98074,5,3,,1800,2006,13,1390000,2024-05-03,750000,2019-07-25,5000,772,47.622614,-122.062055,2,0,2,http://ap.rdcpix.com/6fdb23cd99214707ffa258a48e362f95l-m1885885193od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/2808643186,SEWA,2232315,FOR_SALE,PropertyType.SINGLE_FAMILY,1833  248th Pl,,Sammamish,WA,98074,4,3,1,3430,2003,14,2000000,2024-05-02,939000,2007-09-28,52464,583,47.626887,-122.008058,2,0,4,http://ap.rdcpix.com/596c8a23060280fe06b370b453fedcf0l-m3156962923od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/9952663117,SEWA,2230581,FOR_SALE,PropertyType.CONDOS,23107 NE 8th St,Unit B203,Sammamish,WA,98074,4,1,2,2573,2020,14,1350000,2024-05-02,,,5222,525,47.616169,-122.031082,3,465,2,http://ap.rdcpix.com/c4178013ec2fdeedda8e1e2b7ab081f3l-m2431345460od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/1290075258,SEWA,2202518,FOR_SALE,PropertyType.SINGLE_FAMILY,4531  205th Pl,,Sammamish,WA,98074,5,4,1,5530,2007,14,3599950,2024-05-02,1550000,2008-04-01,19663,651,47.650231,-122.066114,2,167,3,http://ap.rdcpix.com/cc0e6448eed361330ef482d737230c98l-m2625891934od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/9058556530,SEWA,2231055,FOR_SALE,PropertyType.LAND,207th Pl,Lots 39 & 40,Sammamish,WA,98074,,,,,,14,499950,2024-05-02,,,5000,,47.616617,-122.063287,,6,,http://ap.rdcpix.com/88033a37f1262efbe42ae849d4d65308l-m2232371139od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/9027881654,SEWA,2230377,FOR_SALE,PropertyType.CONDOS,23111 NE 8th St,Unit D4,Sammamish,WA,98074,4,2,,2258,2020,15,1295000,2024-05-01,,,,574,47.615936,-122.031097,2,462,2,http://ap.rdcpix.com/5ed2854d34e762362317b3d55a1e93e1l-m2985805142od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/1039519022,SEWA,2229936,FOR_SALE,PropertyType.SINGLE_FAMILY,24062 NE 20th St,,Sammamish,WA,98074,5,4,1,5110,2018,16,3875000,2024-04-30,1970000,2018-11-29,31873,758,47.628367,-122.018331,2,0,5,http://ap.rdcpix.com/95abca5a15d0242dec39eaf5aee4ffa9l-m768263842od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/2874363861,SEWA,2224086,FOR_SALE,PropertyType.SINGLE_FAMILY,101  223rd Ave,,Sammamish,WA,98074,4,2,1,3320,1987,21,1995000,2024-04-25,745000,2007-09-28,111514,601,47.609668,-122.042922,2,0,2,http://ap.rdcpix.com/6515b0c3c4bdc3f80bd4b9c3a0c6d0afl-b2644010756od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/1844798072,SEWA,2228746,FOR_SALE,PropertyType.SINGLE_FAMILY,2733  209th Ave,,Sammamish,WA,98074,4,2,1,3185,1979,21,1949000,2024-04-25,1310000,2018-03-30,9600,612,47.635102,-122.061518,2,125,2,http://ap.rdcpix.com/5157315a6ae82cf60a149b7c097b5f43l-m1703699862od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/2762766885,SEWA,2226375,FOR_SALE,PropertyType.SINGLE_FAMILY,20821 NE 13th St,,Sammamish,WA,98074,3,2,1,2810,1990,26,1395000,2024-04-20,179000,1996-02-23,21344,496,47.620517,-122.061671,2,0,2,http://ap.rdcpix.com/1f61c81d11d5be9838164cc23901de51l-m2426486942od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/2316566715,SEWA,2223721,FOR_SALE,PropertyType.SINGLE_FAMILY,21603 NE 29th St,,Sammamish,WA,98074,4,1,1,3090,1995,28,1915000,2024-04-18,1500000,2021-03-26,11983,620,47.635933,-122.051903,2,125,2,http://ap.rdcpix.com/331cdeca9f2547327d73af951f60e576l-m1211011973od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/2986168873,SEWA,2225091,FOR_SALE,PropertyType.SINGLE_FAMILY,24800 NE 8th St,,Sammamish,WA,98074,4,2,1,7050,2022,28,3698000,2024-04-18,1050000,2020-10-08,101904,525,47.616999,-122.007624,2,0,3,http://ap.rdcpix.com/c0428f4a7ec14b3887d98d13a11bad59l-m2652551792od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/2613619992,SEWA,2219414,FOR_SALE,PropertyType.SINGLE_FAMILY,4539  205th Pl,,Sammamish,WA,98074,4,3,1,5316,2008,40,3360000,2024-04-06,1222500,2014-05-23,9444,632,47.650136,-122.065671,2,167,3,http://ap.rdcpix.com/f328146ae7c221fcf68a0e28cae328c7l-m1975736975od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/9448448898,SEWA,2218685,FOR_SALE,PropertyType.SINGLE_FAMILY,21412 SE 6th Pl,,Sammamish,WA,98074,5,3,1,3940,2022,42,2498000,2024-04-04,,,4703,634,47.603619,-122.05418,2,110,4,http://ap.rdcpix.com/a62ad524028dcb0864b97fb77acfbf91l-m1855903236od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/9804176906,SEWA,2214320,FOR_SALE,PropertyType.SINGLE_FAMILY,1733  Site 3 244th Pl,,Sammamish,WA,98074,5,2,,2784,2023,47,2599995,2024-03-30,,,5625,934,47.625134,-122.013428,2,140,2,http://ap.rdcpix.com/200c3508399278d83cf3832336c2cf86l-m921661381od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/2631979874,SEWA,2213169,FOR_SALE,PropertyType.SINGLE_FAMILY,24631  Site 15 Ne 18th St,,Sammamish,WA,98074,5,3,1,2809,2024,50,1911245,2024-03-27,1762000,2021-06-02,2965,680,47.625217,-122.010066,2,155,2,http://ap.rdcpix.com/c3a29e11d7eda4ef7d5dfafe457e96f9l-m389364075od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/1464992696,SEWA,2207826,FOR_SALE,PropertyType.SINGLE_FAMILY,24817 NE 20th St,,Sammamish,WA,98074,4,4,1,5108,2001,70,3978000,2024-03-07,1791500,2015-06-18,47768,779,47.627426,-122.006404,2,219,3,http://ap.rdcpix.com/ec55a275894c819357b6bac82b69848al-m4185663864od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/9913097417,SEWA,2206538,FOR_SALE,PropertyType.SINGLE_FAMILY,1724  Site 4 246th Ct,,Sammamish,WA,98074,4,2,1,2809,2024,72,1943480,2024-03-05,,,3171,692,47.624622,-122.007517,3,155,2,http://ap.rdcpix.com/176dbe5fdb54214a4f038a7cd27de6e9l-m4193674854od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/2256279347,SEWA,2202063,FOR_SALE,PropertyType.LAND,20420 SE 8th St,,Sammamish,WA,98074,,,,,,83,999000,2024-02-23,802000,2022-02-17,54450,,47.602735,-122.06722,,0,,http://ap.rdcpix.com/c92d0b0b342a21eb37beaba3a7e1c547l-m730495000od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/9649589205,SEWA,2186019,FOR_SALE,PropertyType.LAND,400  239th Ave,,Sammamish,WA,98074,,,,,,153,1777333,2023-12-15,,,453542,,47.613846,-122.020151,,0,,http://ap.rdcpix.com/f25c95f2bb4747c3cc7ea2ac56cc3278l-m3887740384od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/9755903901,SEWA,2159080,FOR_SALE,PropertyType.SINGLE_FAMILY,24639  Site 14 Ne 18th St,,Sammamish,WA,98074,4,2,1,2809,2024,206,1893480,2023-10-23,,,2948,674,47.625394,-122.010173,3,155,2,http://ap.rdcpix.com/bdaa95ad8acd356de3e4f51c95dfe03bl-m2125052431od-w480_h360_x2.webp?w=1080&q=75
