property_url,mls,mls_id,status,style,street,unit,city,state,zip_code,beds,full_baths,half_baths,sqft,year_built,days_on_mls,list_price,list_date,sold_price,last_sold_date,lot_sqft,price_per_sqft,latitude,longitude,stories,hoa_fee,parking_garage,primary_photo
https://www.realtor.com/realestateandhomes-detail/9269771620,SJCA,ML81964617,FOR_SALE,PropertyType.CONDOS,586  Jayne Ct,,San Jose,CA,95133,4,2,1,1720,2019,9,1275000,2024-05-07,,,,741,37.373303,-121.848579,3,275,2,http://ap.rdcpix.com/30d171b9ae8d449d87ae2ee021dd94d8l-m2105437884od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/2848748923,SJCA,ML81963260,FOR_SALE,PropertyType.TOWNHOMES,452  Golfview Dr,,San Jose,CA,95127,4,2,,2200,1972,9,1450000,2024-05-07,600000,2003-09-26,,659,37.388415,-121.821881,1,632,2,http://ap.rdcpix.com/8c51747b6f56973fa8bbe00aac182b3dl-m1399028614od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/2632298882,SJCA,ML81964594,FOR_SALE,PropertyType.TOWNHOMES,4607  Black River Ct,,San Jose,CA,95136,4,2,1,1760,1973,9,1048888,2024-05-07,410000,2010-02-09,1848,596,37.264936,-121.863379,2,508,2,http://ap.rdcpix.com/b099c631a1fbad96ba754b1c6258b967l-m607101203od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/2333283258,SJCA,ML81964588,FOR_SALE,PropertyType.SINGLE_FAMILY,1596  Saugus Ct,,San Jose,CA,95131,3,2,1,1285,1987,9,1349000,2024-05-07,750000,2015-05-28,3485,1050,37.392416,-121.877109,2,95,2,http://ap.rdcpix.com/1fa1914a8e8f9c3453146613e262b9eel-m1445165201od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/2143353270,SJCA,ML81964571,FOR_SALE,PropertyType.SINGLE_FAMILY,15255  Dickens Ave,,San Jose,CA,95124,4,3,,2126,1954,9,2988888,2024-05-07,1735000,2021-12-09,8264,1406,37.246445,-121.937648,1,0,2,http://ap.rdcpix.com/bf025f0b239fe3f0a45a59a53d78efbal-b1275975225od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/2120741067,SJCA,ML81964562,FOR_SALE,PropertyType.CONDOS,4992  Westmont Ave,,San Jose,CA,95130,3,2,,1705,1980,9,1200000,2024-05-07,205000,1995-02-24,960,704,37.271343,-121.991388,3,596,2,http://ap.rdcpix.com/a3afb0d628598823bf3fd58b7493f441l-m1141636160od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/1625714808,SJCA,ML81963404,FOR_SALE,PropertyType.TOWNHOMES,1291  Mokelumne Pl,,San Jose,CA,95120,3,2,1,2334,1989,9,1995000,2024-05-07,1070000,2019-12-17,4542,855,37.236469,-121.883616,2,880,2,http://ap.rdcpix.com/76ca9c5e226c9139a436104fb01937ebl-b2331329223od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/1373387111,SJCA,ML81964556,FOR_SALE,PropertyType.CONDOS,38 N Almaden Blvd,Unit 1913,San Jose,CA,95110,1,1,,975,2008,9,725000,2024-05-07,555000,2013-09-05,,744,37.334769,-121.89583,1,604,1,http://ap.rdcpix.com/875a6cd0480bb475527bc7cb69c5508dl-b2867289702od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/2189721549,SJCA,ML81962481,FOR_SALE,PropertyType.SINGLE_FAMILY,769  Harry Rd,,San Jose,CA,95120,4,2,1,3891,1990,9,3300000,2024-05-07,1496500,2014-07-09,15682,848,37.204095,-121.827553,2,0,3,http://ap.rdcpix.com/7064b62e64e71d81c9b4c72322a32b47l-m2601493843od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/9249521184,SJCA,ML81964538,FOR_SALE,PropertyType.CONDOS,2865 S Bascom Ave,Apt 902,Campbell,CA,95008,2,2,,841,1984,9,798000,2024-05-07,728000,2023-04-14,,949,37.270614,-121.938854,1,539,2,http://ap.rdcpix.com/4bb183f40911130dcd68eab10c1d8f78l-m418149562od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/1097324157,SJCA,ML81964535,FOR_SALE,PropertyType.CONDOS,67  Silcreek Dr,,San Jose,CA,95116,2,2,,1313,1983,9,689000,2024-05-07,610000,2021-07-14,,525,37.355884,-121.852845,1,735,2,http://ap.rdcpix.com/bf67dae186f4b6de5b6e8a361adb366bl-m1794821063od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/2232886883,SJCA,ML81963154,FOR_SALE,PropertyType.SINGLE_FAMILY,1261  Kaylene Ct,,San Jose,CA,95127,4,3,1,2585,1987,9,1699888,2024-05-07,715000,2011-03-22,16988,658,37.360079,-121.805765,2,0,3,http://ap.rdcpix.com/164df071a5d40249688c46310d657abel-m2446695311od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/1251875467,SJCA,ML81963176,FOR_SALE,PropertyType.SINGLE_FAMILY,1679  Curtner Ave,,San Jose,CA,95125,5,3,,2360,1961,9,2199000,2024-05-07,580000,2003-06-27,7446,932,37.282494,-121.908099,2,0,2,http://ap.rdcpix.com/67e2f5652ccead30ab51954913c3d43cl-m3542608808od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/2259269947,SJCA,ML81964511,FOR_SALE,PropertyType.SINGLE_FAMILY,518  Scottsville Ct,,San Jose,CA,95133,4,2,1,1681,1979,9,1199000,2024-05-07,140000,1986-09-05,3485,713,37.364907,-121.860217,2,0,2,http://ap.rdcpix.com/99170771747f24a6a0aa8c0a5750458al-m2980908255od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/2153830075,SJCA,ML81964099,FOR_SALE,PropertyType.SINGLE_FAMILY,858  Jackson St,,San Jose,CA,95112,3,1,,1243,1941,9,1298000,2024-05-07,1300000,2022-04-19,6098,1044,37.355093,-121.880867,1,0,2,http://ap.rdcpix.com/5ec389d09237ecaa9358e869fd1a0169l-m1183935174od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/1367387294,SJCA,ML81964501,FOR_SALE,PropertyType.SINGLE_FAMILY,2918  Stanhope Dr,,San Jose,CA,95121,4,2,,1826,1996,9,1666666,2024-05-07,550000,2004-02-05,6098,913,37.309523,-121.819321,1,0,2,http://ap.rdcpix.com/bda7e6b52e2082859066f8deaa9c640el-m3572775589od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/9822854385,PULB,1126909,FOR_SALE,PropertyType.CONDOS,3356  Petunia Ct,Unit 201,San Jose,CA,95117,2,2,,1313,,9,1195524,2024-05-07,,,,911,37.317779,-121.953816,1,,1,http://nh.rdcpix.com/de6a6b44386112e9c888152750b62784l-f3773841471od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/9583658521,PULB,1126908,FOR_SALE,PropertyType.CONDOS,3356  Petunia Ct,Unit 203,San Jose,CA,95117,3,2,,1443,,9,1349790,2024-05-07,,,,935,37.317779,-121.953816,1,,2,http://nh.rdcpix.com/6b381cd0fee31119992050532e5abd74l-f1868862453od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/1069290722,SJCA,ML81964487,FOR_SALE,PropertyType.SINGLE_FAMILY,5855  Silver Leaf Rd,,San Jose,CA,95138,4,2,,1675,1981,10,999888,2024-05-06,205000,1994-07-08,5000,597,37.246966,-121.779371,1,0,2,http://ap.rdcpix.com/759181f798e83fc42821860325888400l-m2589904590od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/9564583470,SJCA,ML81964472,FOR_SALE,PropertyType.MOBILE,1350  Oakland Rd,Spc 144,San Jose,CA,95112,2,2,,960,1982,10,309900,2024-05-06,,,,323,37.3717,-121.890793,,0,,http://ap.rdcpix.com/f605399513951ea8b7e6581f6f689919l-m3873437821od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/1744572345,WECA,24-388123,FOR_SALE,PropertyType.SINGLE_FAMILY,825  Willis Ave,,San Jose,CA,95125,3,1,,1304,1921,10,1198888,2024-05-06,525000,2012-10-24,7400,919,37.319256,-121.895689,1,0,2,http://ap.rdcpix.com/9e89dda061f8871faeec1ba4b15e808fl-m298933109od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/1866269615,SJCA,ML81964448,FOR_SALE,PropertyType.CONDOS,7805  Prestwick Cir,,San Jose,CA,95135,2,2,,1265,1992,10,728000,2024-05-06,380000,2004-04-26,,575,37.290104,-121.738369,1,1095,2,http://ap.rdcpix.com/4c4cdfe826098d21300a31a43f4f75b6l-m3153887855od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/1696935098,SJCA,ML81964021,FOR_SALE,PropertyType.SINGLE_FAMILY,1550  Montalban Dr,,San Jose,CA,95120,5,3,,2458,1968,10,2099000,2024-05-06,,,7841,854,37.224228,-121.897941,2,80,2,http://ap.rdcpix.com/b29ee92f3b89b25de60e0cfc15853cdcl-m3359230183od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/1487314172,SJCA,ML81964429,FOR_SALE,PropertyType.CONDOS,4425  Norwalk Dr,Apt 20,San Jose,CA,95129,2,1,1,1099,1970,10,630000,2024-05-06,335000,2007-10-05,,573,37.318903,-121.981017,2,480,1,http://ap.rdcpix.com/589720ff0ae4817aa08e23420ff3bf6al-m4107670477od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/2339775756,SJCA,ML81964424,FOR_SALE,PropertyType.SINGLE_FAMILY,563 N 4th St,,San Jose,CA,95112,3,2,,1260,1901,10,1200000,2024-05-06,440000,2005-09-23,5227,952,37.347499,-121.89518,2,0,,http://ap.rdcpix.com/712b08356e219edbf0884758b09d0db9l-m3779404833od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/9750454795,SJCA,ML81964417,FOR_SALE,PropertyType.MOBILE,1773  Quimby Rd,Unit 1773,San Jose,CA,95122,3,2,,1440,1980,10,429900,2024-05-06,,,,299,37.328575,-121.819832,,0,,http://ap.rdcpix.com/9b88dcdfa622fe6320c3fe7f35525a7cl-m3524001940od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/1364639061,SJCA,ML81963986,FOR_SALE,PropertyType.SINGLE_FAMILY,3918  Paladin Dr,,San Jose,CA,95124,3,2,,1356,1959,10,1748000,2024-05-06,1800000,2022-05-31,8276,1289,37.260071,-121.911795,1,0,2,http://ap.rdcpix.com/a7fb2d3e96fbc45856d3f62edb07bbfdl-m3422303617od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/2450713317,SJCA,ML81964402,FOR_SALE,PropertyType.SINGLE_FAMILY,1647  Briarpoint Dr,,San Jose,CA,95131,3,3,,1518,1987,10,1599900,2024-05-06,260000,1997-12-08,3600,1054,37.376186,-121.879378,2,65,2,http://ap.rdcpix.com/e0dfc4d010432398466dc196461c5c35l-m4041302659od-w480_h360_x2.webp?w=1080&q=75
